COD_ART,DESCRIPCION,EAN13
1550,CONEXION FLEXIBLE MH 1/2X50 (10) APROBADO AENOR,7798077384736
U062,"CAMPANA 1/2"" P/JUEGOS DE MESADA INOX AISI 430",7798160583329
U006,BUJE SUJETA CAMPANA DE BANO NEGRO,7798115113830
U033,BUJE SUJETA CAMPANA DE BAÑO CROMO,7798115114073
U040,CAMPANA LINEAS STD ABS,7798077386211
A5040,CABEZAL P/TRANSF. BIDET-DUCHA CROMOY/FUNCIONAL,7798077387508
A727O,CONJUNTO BUJE/AIREADOR ORO,7798077387874
U233C,CAMPANA CELEBRITY/KEOPS CROMO,7798077386921
U515,CAMPANA CROMO Y,7798077388093
164/1,LLAVE DE PASO 1/2 BL/CR ARES,7798077381698
250/CR,LAVATORIO CROMO MEDEA,7798077385290
350/CR,BIDE CROMO MEDEA,7798077385306
455/CR,DUCHA EMB. C/TRANSF. CROMO MEDEA,7798077385313
456/CR,DUCHA EMB. S/TRANSF. CROMO MEDEA,7798077385320
465/CR,DUCHA EXT. C/TRANSF. CROMO MEDEA,7798077385337
915/CR,COCINA MESADA CROMO MEDEA,7798077385344
482/L,DUCHA EMB. S/TRANSF. LEVA CR C.CERAM CUENCA,7798077385283
5000,SET DE 6 PIEZAS BURGOS CROMO,7798077382497
5010,TOALLERO BARRAL BURGOS CROMO,7798077382596
5020,TOALLERO DE ARO BURGOS CROMO,7798077382695
5030,PERCHA BURGOS CROMO,7798077382787
5040,PORTA ROLLO BURGOS CROMO,7798077382794
5050,JABONERA BURGOS CROMO,7798077382978
5060,PORTA VASO BURGOS CROMO,7798077382985
5100,SET DE 6 PIEZAS BURGOS CR/ORO,7798077382992
5110,TOALLERO BARRA BURGOS CR/ORO,7798077383265
5120,TOALLERO DE ARO BURGOS CR/ORO,7798077383470
5130,PERCHA BURGOS CR/ORO,7798077383487
5140,PORTA ROLLO BURGOS CR/ORO,7798077383494
5150,JABONERA BURGOS CR/ORO,7798077383661
5160,PORTA VASO BURGOS CR/ORO,7798077383678
4000,SET DE 6 PIEZAS CUENCA CROMO,7798077382107
4010,TOALLERO BARRAL CUENCA CROMO,7798077382275
4020,TOALLERO DE ARO CUENCA CROMO,7798077382299
4030,PERCHA CUENCA CROMO,7798077382442
4040,PORTA ROLLO CUENCA CROMO,7798077382459
4050,JABONERA CUENCA CROMO,7798077382466
4060,PORTA VASO CUENCA CROMO,7798077382473
6000,SET DE 6 PIEZAS KEOPS/CELEBRITY CROMO,7798077383791
6010,TOALLERO BARRAL KEOPS/CELEBRITY CROMO,7798077383869
6020,TOALLERO DE ARO KEOPS/CELEBRITY CROMO,7798077383951
6030,PERCHA KEOPS/CELEBRITY CROMO,7798077383968
6040,PORTA ROLLO KEOPS/CELEBRITY CROMO,7798077383975
6050,JABONERA KEOPS/CELEBRITY CROMO,7798077383982
6060,PORTA VASO KEOPS/CELEBRITY CROMO,7798077383999
6100,SET DE 6 PIEZAS KEOPS/CELEBRITY CR/ORO,7798077384156
6110,TOALLERO BARRAL KEOPS/CELEBRITY CR/ORO,7798077384163
6120,TOALLERO DE ARO KEOPS/CELEBRITY CR/ORO,7798077384170
6130,PERCHA KEOPS/CELEBRITY CR/ORO,7798077384187
6140,PORTA ROLLO KEOPS/CELEBRITY CR/ORO,7798077384194
6150,JABONERA KEOPS/CELEBRITY CR/ORO,7798077384248
6160,PORTA VASO KEOPS/CELEBRITY CR/ORO,7798077384255
6200,SET DE 6 PIEZAS KEOPS PERLADO,7798077384316
6210,TOALLERO BARRAL KEOPS PERLADO,7798077384361
6220,TOALLERO DE ARO KEOPS PERLADO,7798077384439
6230,PERCHA KEOPS PERLADO,7798077384446
6240,PORTA ROLLO KEOPS PERLADO,7798077384453
6250,JABONERA KEOPS PERLADO,7798077384460
6260,PORTA VASO KEOPS PERLADO,7798077384477
1005,SET DE 5 PIEZAS LINEA 1000,7798077384491
1006,SET DE 6 PIEZAS LINEA 1000,7798077384484
1010,TOALLERO BARRAL LINEA 1000,7798077384521
1020,TOALLERO DE ARO LINEA 1000,7798077384545
1030,PERCHA LINEA 1000,7798077384552
1040,PORTA ROLLO LINEA 1000,7798077384569
1050,JABONERA LINEA 1000,7798077384576
1060,PORTA VASO Y CEPILLOS LINEA 1000,7798077384583
2005,SET DE 5 PIEZAS LINEA 2000,7798077384620
2006,SET DE 6 PIEZAS LINEA 2000,7798077384590
2010,TOALLERO BARRAL LINEA 2000,7798077384644
2020,TOALLERO DE ARO LINEA 2000,7798077384651
2030,PERCHA LINEA 2000,7798077384668
2040,PORTA ROLLO LINEA 2000,7798077384675
2050,JABONERA LINEA 2000,7798077384682
2060,PORTA VASO Y CEPILLOS LINEA 2000,7798077384699
3010,TOALLERO BARRAL LINEA 3000,7798077389250
3020,TOALLERO DE ARO LINEA 3000,7798077389328
3030,PERCHA LINEA 3000,7798077389366
3040,PORTA ROLLO LINEA 3000,7798077389373
3050,JABONERA LINEA 3000,7798077389380
3060,PORTA CEPILLO LINEA 3000,7798077389397
81-107,DUCHA EMB. S/TRANSF. CR C.CERAM BEDIA,7798077389755
947,JGO. COC. PARED EMB. CR MURCIA,7798077385269
38-006,LLAVE DE PASO CR 1/2 MILENIO,7798115112345
432,DUCHA EMB. C/TRANSF. CR BILBAO C.CERAM,7798077380691
157/4,LLAVE DE PASO 1/2 CR KEOPS 4,7798077385702
U029,TAPITA ABS P/VOLANTE ARES-RENACER-BURGOS,7798160583589
51-107,JGO. MESADA CR C.CERAM BEDIA,7798077380561
60-107,LAVATORIO CR C.CERAM BEDIA,7798077380493
70-107,BIDE CR C.CERAM BEDIA,7798077380509
80-107,DUCHA EMB. C/TRANSF. CR C.CERAM BEDIA,7798077380523
937,JGO. COCINA PARED EXT. MURCIA CROMO,7798077385245
938,JGO. COCINA PARED EXT. MURCIA PERLADO,7798077385252
465,"DUCHA EXT. C/TRANSF. CR/BL ""MEDEA""",7798077387713
655,"CANILLA MESADA CR/BL ""MEDEA""",7798077387720
765,JUEGO LAVARROPAS CR/BL MEDEA,7798077387737
915,"COCINA MESADA CR/BL ""MEDEA""",7798077387751
936,COCINA PARED EXT. P.ALTO CR/BL MEDEA,7798077387768
965,"COCINA PARED EMB. P. ALTO CR/BL ""MEDEA""",7798077387775
966,"COCINA PARED EMB.P. BAJO CR/BL ""MEDEA""",7798077387782
A749,CONJ. BRAZO Y FLOR DE DUCHA CUENCA COMPLETO,7798077387836
250,LAVATORIO CR/BL MEDEA,7798077380387
350,BIDE CR/BL MEDEA,7798077380394
455,DUCHA EMB. C/TRANSF. CR/BL MEDEA,7798077380462
456,DUCHA EMB. S/TRANSF. CR/BL MEDEA,7798077380479
90-050,PACK GRIF. CR/BL MEDEA (Lavatorio-Bide-Ducha c/t),7798077380486
A745,VOLANTE CUENCA COMPLETO,7798077386754
1230,CONEXION FLEXIBLE MH 1/2X30 APROBADO AENOR (1),7798077380073
1235,CONEXION FLEXIBLE MH 1/2X35 APROBADO AENOR (1),7798077380080
1240,CONEXION FLEXIBLE MH 1/2X40 APROBADO AENOR (1),7798077380097
1250,CONEXION FLEXIBLE MH 1/2X50 APROBADO AENOR (1),7798077380103
744/CRO,JGO.P/LAVARROPA CR/ORO ARES,7798077382688
927,MESADA PICO CAÑO CR C.CERAM KEOPS,7798077389274
928,MESADA P. CAÑO PERLADO C.CERAM KEOPS,7798077389281
927/4,MESADA PICO CAÑO CR C.CERAM KEOPS 4,7798077389267
928/4,MESADA P. CAÑO PERLADO C.CERAM KEOPS 4,7798077389298
204/PO,LAVATORIO PERLADO/ORO STD CELEBRITY,7798077380189
304/PO,BIDE PERLADO/ORO STD CELEBRITY,7798077380196
424/PO,DUCHA EMB. C/TRANSF. PERLADO/ORO STD CELEBRITY,7798077380202
654,DUCHA EXT. S/TRANSF. CR STD CELEBRITY,7798077380288
654/O,DUCHA EXT. S/TRANSF. CR/ORO STD CELEBRITY,7798077380295
654/PO,DUCHA EXT. S/TRANSF. PERLADO/ORO CELEBRITY,7798077380363
482,DUCHA EMB. S/TRANSF. CR C.CERAM CUENCA,7798077380271
50-002,MESADA PICO FUNDIDO RENACER CROMO,7798077380165
U377,BUJE INTERIOR NYLON,7798115113816
50-004,MESADA PICO FUNDIDO EUROPEA CROMO,7798077380066
449,DUCHA EXT. S/TRANSF. BURGOS C.CERAM,7798077388321
449/O,DUCHA EXT. S/TANSF. CR/ORO BURGOS C.CERAM,7798077388338
419/O4,DUCHA EXT. C/TRANSF. CR/ORO BURGOS 4 C.CERAM,7798077388307
449/4,DUCHA EXT. S/TRANSF. CR BURGOS 4 C.CERAM,7798077388291
449/O4,DUCHA EXT. S/TRANSF. CR/ORO BURGOS 4 C.CERAM,7798077388314
342/L,BIDE LEVA C.CERAM CUENCA,7798077387355
442/L,DUCHA EMB. C/TRANSF. LEVA C.CERAM CUENCA,7798077387362
303/E,BIDE A SOPAPA CR VERIN,7798077387072
403/E,DUCHA EXT. C/TANSF. CR VERIN,7798077387089
423/E,DUCHA EMB. C/TANSF. CR VERIN,7798077387096
453/E,DUCHA EXT. S/TRANSF. CR VERIN,7798077387102
463/E,DUCHA EMB. S/TRANSF. CR VERIN,7798077387119
601/E,CANILLA MESADA CR VERIN,7798077387133
603/E,CANILLA PARED P. BAJO VERIN,7798077387140
605/E,CANILLA PARED P. ALTA VERIN,7798077387157
743/E,JGO. LAVARROPA CR VERIN,7798077387164
933/E,COCINA PARED EXT. C/EXT. CROMO VERIN,7798077387188
943/E,COCINA PARED EMB. CR VERIN,7798077387195
153/E,LLAVE DE PASO 1/2 CR VERIN,7798077387126
242/L,LAVATORIO CUENCA LEVA C.CERAM,7798077387348
464/PO,DUCHA EMB. S/TRANSF. PERLADO/ORO STD CELEBRITY,7798077380264
C512,MANIJA DE GAS CROMO DE LUJO (c/llave allen 2.5mm),7798077388031
C513,CONJUNTO MANIJA/CAMPANA CR LUJO,7798077384927
512,"LLAVE DE GAS CR LUJO C/CAMPANA 1/2""",7798077384897
513,"LLAVE DE GAS CR LUJO C/CAMPANA 3/4""",7798077384903
D439,KIT DE DUCHA MANUAL,7798077384392
S133,JUNTA P/MONOCOMANDO RENACER,7798160584906
472,DUCHA EXT C/TRANSF. CR C.CERAM CUENCA,7798077388277
160/1,LLAVE DE PASO CR 1/2 COUREL,7798077385733
160/2,LLAVE DE PASO CR 3/4 COUREL,7798077385740
A746,TEE LAVATORIO BRONCE CORTA,7798077389748
A024,NO USAR PASA A  A765 CONJUNTO TEE LAVATORIO PLASTI,7798077380370
A5023,CABEZAL P/LINEAS CROMO Y Y FUNCIONAL,7798077387492
81-102,DUCHA EMB. S/TRANSF. CR RENACER C.CERAM,7798077384972
31-005,"CANILLA PARED PICO ALTO ""FUNCIONAL""",7798115112185
31-006,"CANILLA PARED PICO ALTO ""MILENIO""",7798115112307
464,DUCHA EMB. S/TRANSF. CROMO CELEBRITY,7798077388345
A043C,PICO BAÑERA LINEAS STD CROMO C/CORTAC Y CAMP.,7798160582711
51-102,JGO. MSDA C.CERAM RENACER,7798077386341
60-102,LAVATORIO C.CERAM RENACER,7798077384941
70-102,BIDE C.CERAM RENACER,7798077384958
80-102,DUCHA EMB. C/TRANSF. C.CERAM RENACER,7798077384965
214CRO/C,LAVATORIO CR/ORO ARES C.CERAM,7798077380783
314CRO/C,BIDE CR/ORO ARES C.CERAM,7798077380790
434CRO/C,DUCHA EMB.C/TRANSF. CR/ORO ARES C.CERAM,7798077380837
479,DUCHA EMB. S/TRANSF. BURGOS CR,7798077385122
479/O,DUCHA EMB. S/TRANSF. BURGOS CR/ORO,7798077385139
479/O4,DUCHA EMB. S/TRANSF. C.CERAM BURGOS 4 CR/ORO,7798077385153
U565,TAPA P/VOLANTE RENACER,7798077386846
A752,CUERPO COCINA EMB COMPLETO S/CABEZALES,7798115113274
8/0,MODULO EXHIBIDOR ESPECIAL,7798077380981
744/CRC,JGO.P/LAVARROPA CR/CR ARES C.CERAM,7798077380714
214/POC,LAVATORIO ARES PERLADO/ORO C.CERAM,7798077389946
314/POC,BIDE ARES PERLADO/ORO C.CERAM,7798077389953
434/POC,DUCHA EMB.C/TRANSF ARES PERLADO/ORO C.CERAM,7798077389960
474/POC,DUCHA EMB.S/TRANSF ARES PERLADO/ORO C.CERAM,7798077389977
157/1,LLAVE DE PASO 1/2 CR STD KEOPS,7798077381704
157/2,LLAVE DE PASO 3/4 CR STD KEOPS,7798077381728
158/1,LLAVE DE PASO 1/2 PERLADO STD KEOPS,7798077381711
158/2,LLAVE DE PASO 3/4 PERLADO STD KEOPS,7798077381735
8/4,MODULO EXHIBIDOR MESADA CEDRO,7798077384866
8/5,MODULO BLANCO STD,7798077384873
A011,"PICO BAJO P/JUEGOS DE COCINA ""S""",7798077387928
914/CRC,"JGO.MDA.P.CAÑO CROMO/CROMO C.CERAM ""ARES""",7798077380776
A744C,CONJ. BRAZO Y FLOR DE DUCHA KEOPS CROMO COMPLETA,7798077387591
A744P,CONJ. BRAZO Y FLOR DE DUCHA KEOPS PERLADO COMPLETA,7798077387812
225/C,LAVATORIO PARED EMB MURCIA C.CERAM CR,7798077382480
419/4,DUCHA EXT C/TRANSF. CR BURGOS 4,7798077383647
70-104,"BIDE  CERAMICO ""EUROPEA"" CROMO",7798115111010
80-104,"DUCHA EMB. C/TRANS.CERAMICO""EUROPEA"" CROMO",7798115111027
A741,DESAGOTE METALICO LAVATORIO Y BIDET,7798077388048
U633,CAMPANA P/CODO COCINA DE EMBUTIR,7798077386525
A716C,PICO LAVATORIO COUREL CROMO,7798077386556
A716P,PICO LAVATORIO COUREL PERLADO,7798077386563
614,CANILLA 1 AG. COCINA MSDA ARES  BL-CR,7798077386662
827,MESADA P.FUNDIDO CR C.CERAM KEOPS,7798077386679
U0006/C,BUJE SUJETA CAMPANA DE BAÑO CROM,7798077386655
A736,CABEZAL TRANSF. JGO. DE BIDE QUEIJA (línea vieja),7798077386631
A737P,CONJ. BRAZO Y FLOR DE DUCHA LINEAS STD ABS PERLADO,7798077387560
A735,CABEZAL CORTO C/VASTAGO CUADRAD,7798077386624
A5022,PICO LAVATORIO EUROPEA/ RENACER,7798077386617
U212,TAPITA CR C/INDICADOR ROJO VOLANTE PEIRANO VIEJO,7798077386594
U213,TAPITA CR C/INDICADOR CALIENTE-FRIO VOLANTE PEIRAN,7798077386600
A5051,VOLANTE VIEJO MILENIO,7798077386587
934/CRC,COCINA EXT PICO ALTO CR CRUZ CR C.CERAM ARES,7798077382879
A734C,VOLANTE TRANSFERENCIA BURGOS/BEDIA COMPLETO,7798077386471
39-003,LLAVE DE PASO 3/4 ARUBA,7798115111645
234/CR,LAVATORIO PARED EMB. CR/CR ARES,7798077389939
479/4,DUCHA EMB. S/TRANSF. C.CERAM BURGOS 4 CR,7798077385146
A234,no usar pasa a A868 CONJ. FIJACION MONOC P/MESADA,7798160582735
U131C,TAPITA CROMO P/VOLANTE ARUBA/K,7798077386853
U131P,TAPITA PERLADA P/VOLANTE KEOPS/MURCIA,7798077386860
V603,VOLANTE DIQUE COMPLETO,7798077383395
40-003,JUEGO LAVARROPAS ARUBA,7798115111652
38-005,"LLAVE DE PASO 1/2"" ""FUNCIONAL""",7798115112222
39-005,"LLAVE DE PASO 3/4"" ""FUNCIONAL""",7798115112239
1320MH,FLEXIBLE MH 1/2 X 3/4 X 20CM P/AGUA,7798077389854
1325MH,FLEXIBLE MH 1/2 X 3/4 X 25CM P/AGUA,7798077389861
1330MH,FLEXIBLE MH 1/2 X 3/4 X 30CM P/AGUA,7798077389878
1335MH,FLEXIBLE MH 1/2 X 3/4 X 35CM P/AGUA,7798077389885
1340MH,FLEXIBLE MH 1/2 X 3/4 X 40CM P/AGUA,7798077389892
1350MH,FLEXIBLE MH 1/2 X 3/4 X 50CM P/AGUA,7798077389908
A5046C,PICO LAVATORIO PARED EMB COUREL CROMO,7798077389915
A5046P,PICO LAVATORIO PARED EMB COUREL PERLADO,7798077389922
414/CRC,DUCHA EXT.C/TRANSF.CR/CR C.CERAM ARES,7798077389847
242,LAVATORIO CR C.CERAMICO CUENCA,7798077384408
342,BIDE CR C.CERAM CUENCA,7798077384415
442,DUCHA EMB. C/TRANSF. CR C.CERAM CUENCA,7798077384422
A5019,no usar CONJ. BRAZO Y FLOR DE DUCHA FUNC/MILEN/REN,7798077387577
934/CRO,JGO. PARED C/EXT. CR/ORO ARES,7798077389779
38-001,"LLAVE DE PASO CR 1/2"" CROMO Y",7798115111508
38-004,"LLAVE DE PASO 1/2"" ""EUROPEA""",7798115111768
39-001,LLAVE DE PASO CR 3/4 CROMO Y,7798115111515
39-002,LLAVE DE PASO CR 3/4 RENACER,7798115111546
39-004,"LLAVE DE PASO 3/4"" ""EUROPEA""",7798115111775
290,LAVATORIO CR C.CERAM PRAGMA,7798077383821
390,BIDE CR C.CERAM PRAGMA,7798077383838
490,DUCHA EMB. C/TRANSF. CR C.CERAM  PRAGMA,7798077383845
790,JGO. MESADA CR C.CERAM PRAGMA,7798077383883
290/4,LAVATORIO PRAGMA4 C.CERAMICO CROMO,7798077383852
390/4,BIDE PRAGMA4 C.CERAMICO CROMO,7798077383944
490/4,DUCHA EMB PRAGMA4 C/TRANSF. C.CERAM CR,7798077383876
790/4,JGO. MESADA CR C.CERAM PRAGMA 4,7798077383890
419/O,DUCHA EXT. C/TRANSF. CR/ORO C.CERAM BURGOS,7798077383630
P419/O,DUCHA EXT. CR/ORO C.CERAM BURGOS,7798077383630
214/CRC,LAVATORIO CR/CR C.CERAM ARES,7798077389823
314/CRC,BIDE CR/CR C.CERAM ARES,7798077389830
434/CRC,DUCHA EMB C/TRANSF CR/CR C CERAM ARES,7798077384347
419,DUCHA EXT. C/TRANSF CR C.CERAM BURGOS,7798077383623
P419,DUCHA EXT. C/TRANSF CR C.CERAM BURGOS,7798077383623
470,DUCHA EXT. C/TRANSF CR COUREL,7798077383692
471,DUCHA EXT. C/TRANSF PERLADO COUREL,7798077383685
P470,DUCHA EXT. C/TRANSF CR COUREL,7798077383692
P471,DUCHA EXT. C/TRANSF PERLADO COUREL,7798077383685
228/4,LAVATORIO PARED EMB C. STD PERLADO KEOPS 4,7798077383050
P228/4,LAVATORIO PARED EMB C. STD PERLADO KEOPS 4,7798077383050
226,LAVATORIO EMB CIERRE STD MURCIA PERLADO,7798077381667
P226,LAVATORIO EMB CIERRE STD MURCIA PERLADO,7798077381667
227/4,LAVATORIO PARED EMB C.STD CR KEOPS4,7798077383043
P227/4,LAVATORIO PARED EMB C.STD CR KEOPS4,7798077383043
225,LAVATORIO PARED EMB MURCIA CIERRE STD CROMO,7798077381650
P225,LAVATORIO PARED EMB MURCIA CIERRE STD CROMO,7798077381650
71-003,"BIDE A 1 AGUA ""ARUBA""",7798115112437
U591,PICO PARA LAVARROPAS,7798115113991
P602,CANILLA COCINA MSDA CR BASICA,7798077386020
P604,CANILLA COC.PARED P.BAJO CR BASICA,7798077386044
P606,CANILLA COC.PARED P.ALTO CR BASICA,7798077386068
P601,CANILLA COCINA MESADA CROMO DIQUE,7798077386013
P603,CANILLA COC.PARED P.BAJO CROMO DIQUE,7798077386037
P605,CANILLA COC.PARED P.ALTO CROMO DIQUE,7798077386051
A719C,CONJ. BRAZO Y FLOR DE DUCHA CELEBRITY CROMO COMP.,7798077387799
P935,JGO. PARED EXT BL/CR P.BAJO LARGO ARES,7798077389359
P945,JGO. EMB. ARES BL/CR P. BAJO CORTO,7798077389458
P945/CR,JGO. EMB. ARES CR P.BAJO CORTO,7798077389465
P946,JGO. EMB. BL/CR P.BAJO LARGO ARES,7798077389472
440,DUCHA EMB.S/TRANSF.CR C.CERAM.COUREL,7798077383784
P440,DUCHA EMB.S/TRANSF.CR C.CERAM.COUREL,7798077383722
U605,No usar pasa a A777 CAMPANA BURGOS/BURGOS4 CROMO,7798077386983
P60-004,"LAVATORIO ""EUROPEA"" CROMO",7798115110761
P20-102,"MONOCOMANDO MESADA CROMO ""RENACER""",7798077384224
P21-102,"MONOCOMANDO DUO COCINA CROMO ""RENACER""",7798115110754
P60-002,"LAVATORIO ""RENACER""",779811511001
P70-002,"BIDE ""RENACER""",779811511002
P80-002,"DUCHA EMBUTIR C/TRANSF. ""RENACER""",779811511003
P83-002,"DUCHA EXTERIOR C/TRANSF. ""RENACER""",779811511005
P319,"BIDE CROMO C.CERAMICO ""BURGOS""",7798077383517
P219,LAVATORIO CR C.CERAM BURGOS,7798077383500
P219/O,LAVATORIO CR/ORO C.CERAM BURGOS,7798077383531
P319/O,BIDE CR/ORO C.CERAM BURGOS,7798077383548
P439,DUCHA EMB.C/TRANSF.CR C.CERAM BURGOS,7798077383524
P439/O,"DUCHA EMB.C/TRA.CROMO/ORO C.CER.""BURGOS""",7798077383555
P219/4,LAVATORIO CR C.CERAM BURGOS 4,7798077383562
P219/O4,LAVATORIO CR/ORO C.CERAM BURGOS 4,7798077383593
P319/4,BIDE CR C.CERAM BURGOS 4,7798077383579
P319/O4,BIDE CR/ORO C.CERAM  BURGOS 4,7798077383609
P439/4,DUCHA EMB.C/TRANSF.CR C.CERAM BURGOS 4,7798077383586
P439/O4,DUCHA EMB.C/TRANSF CR/ORO C.CERAM BURGOS 4,7798077383616
P220,LAVATORIO CR C.CERAM COUREL,7798077383708
P220/P,LAVATORIO PERLADO C.CERAM COUREL,7798077383746
P230,LAVATORIO PARED CR C.CERAM. COUREL,7798077383739
P230/P,LAVATORIO PARED PERLADO C.CERAM.COUREL,7798077383777
P320,BIDE CR C.CERAM COUREL,7798077383715
P320/P,BIDE PERLADO C.CERAM COUREL,7798077383753
P430,DUCHA EMB.C/TRANSF.CR C.CERAM COUREL,7798077383722
P430/P,DUCHA EMB.C/TRANSF.PERLADO C.CERAM.COUREL,7798077383760
P51-004,"COCINA MESADA ""EUROPEA"" CROMO",7798115110822
P51-006,"COCINA MESADA ""MILENIO""",7798115111423
P60-006,"LAVATORIO ""MILENIO""",7798115111362
P70-006,"BIDE ""MILENIO""",7798115111379
P80-006,"DUCHA EMBUTIR C/TRANSF. ""MILENIO""",7798115111386
P836,JGO.MDA. P.FUNDIDO PERLADO MURCIA,7798077381599
P51-002,COCINA MESADA RENACER,779811511008
P434/CRO,DUCHA EMB.C/TRANSF. CR/ORO ARES,7798077382626
P434/PO,DUCHA EMB.C/TRANSF PERLADO/ORO ARES,7798077382725
P454,DUCHA EXT.S/TRANSF. BL/CR ARES,7798077381476
P454/CR,DUCHA EXT.S/TRANSF.CR/CR ARES,7798077382558
P454/CRO,DUCHA EXT.S/TRANSF.CR/ORO ARES,7798077382664
P454/PO,DUCHA EXT.S/TRANSF PERLADO/ORO ARES,7798077382756
P474,DUCHA EMB.S/TRANF.CRUZ BL/CR ARES,7798077381438
P474/CR,DUCHA EMB.S/TRANF.CRUZ CR/CR ARES,7798077382541
P474/CRO,DUCHA EMB.S/TRANSF CR/ORO ARES,7798077382657
P744,JGO. P/ LAVARROPA ARES,7798077381490
P744/CR,JGO.P/LAVARROPA CR/CR ARES,7798077382589
P914,JGO.MDA.P.CAÑO BL/CR ARES,7798077381445
P914/CR,JGO.MDA.P.CAÑO CR ARES,7798077382565
P914/CRO,JGO.MDA.P.CAÑO CR/ORO ARES,7798077382640
P934,JGO.PARED C/EXT CRUZ BL/CR ARES,7798077381483
P934/CR,J.PARED C/EXT CRUZ CR/CR ARES,7798077389489
P944,JUEGO COC.PARED EMB CRUZ BL/CR ARES,7798077381452
P944/CR,JGO COC.PARED EMB.CRUZ CR/CR ARES,7798077382572
P944/CRO,JGO COC.PARED EMB.CRUZ CR/ORO ARES,7798077382671
P215/C,"LAVATORIO C/CERAM.CROMO ""MURCIA""",7798077381506
P315,BIDE CROMO MURCIA,7798077381513
P316,BIDE PERLADO MURCIA,7798077381568
P415,DUCHA EXT.C/TRANSF. CR MURCIA,7798077381629
P416,DUCHA EXT.C/TRANSF.PERLADO MURCIA,7798077381636
P435,DUCHA EMB.C/TRANSF.CR MURCIA,7798077381520
P436,DUCHA EMB.C/TRANSF PERLADO MURCIA,7798077381575
P475,DUCHA EMB.S/TRANSF. CR MURCIA,7798077381537
P476,DUCHA EMB.S/TRANSF.PERLADO MURCIA,7798077381582
P745,JGO.P/LAVARROPA CROMO MURCIA,7798077382954
P835,JGO.MDA. P.FUNDIDO CR MURCIA,7798077381544
P214,LAVATORIO CRUZ BL/CR ARES,7798077381407
P214/CR,LAVATORIO CR/CR ARES,7798077382503
P214/CRO,LAVATORIO CR/ORO ARES,7798077382602
P214/PO,LAVATORIO PERLADO/ORO ARES,7798077382701
P314,BIDE CRUZ BL/CR ARES,7798077381414
P314/CR,BIDE CROMO ARES,7798077382510
P314/CRO,BIDE CR/ORO ARES,7798077382619
P314/PO,BIDE PERLADO/ORO ARES,7798077382718
P414,DUCHA EXT.C/TRANSF. BL/CR ARES,7798077381469
P414/CR,DUCHA EXT.C/TRANSF.CR/CR ARES,7798077382534
P414/CRO,DUCHA EXT.C/TRANSF.CR/ORO ARES,7798077382633
P414/PO,DUCHA EXT.C/TRANSF PERLADO/ORO ARES,7798077382732
P434,DUCHA EMB.C/TRANSF CRUZ BL/CR ARES,7798077381421
P434/CR,DUCHA EMB.C/TRANSF CR ARES,7798077382527
P740,"JGO.PARA LAVARROPA ""BASICA""",7798077389441
P820/C,MESADA P.FUNDIDO MOVIL CR C.CERAM BASICA,7798077380905
P821/C,MESADA P.FUNDIDO MOVIL BCO C.CERAM,7798077380912
P204,LAVATORIO A SOPAPA CR CELEBRITY,7798077380011
P204/C,LAVATORIO A SOP.CR C.CERAM CELEBRITY,7798077380110
P204/O,LAVATORIO A SOP.CR/ORO STD CELEBRITY,7798077380219
P204/OC,LAVATORIO A SOP.CR/ORO C.CERAM CELEBRITY,7798077380318
P204/PC,LAVATORIO PERLADO/ORO C.CERAM CELEBRITY,7798077380806
P304,BIDET A SOPAPA CR CELEBRITY,7798077380028
P304/C,BIDET A SOP.CR C/CERAM CELEBRITY,7798077380127
P304/O,BIDET A SOPAPA CR/ORO STD CELEBRITY,7798077380226
P304/OC,BIDET A SOPAPA CR/ORO C/CER.CELEBRITY,7798077380325
P304/PC,BIDE PERLADO ORO C/CERAMICO CELEBRITY,7798077380813
P404,DUCHA EXT. C/TRANSF.CR STD. CELEBRITY,7798077380042
P404/C,DUCHA EXT C/TRANSF CR C.CERAM CELEBRITY,7798077380141
P404/O,DUCHA EXT.C/T CR/ORO STD CELEBRITY,7798077380240
P404/OC,DUCHA EXT.C/TRANSF CR/ORO CCERAM.CELEBRITY,7798077380332
P404/PC,DUCHA EXT.C/TRANSF.PERLADO ORO CER.CELEBRITY,7798077380844
P424,DUCHA EMB. C/TRANSF.CR CELEBRITY,7798077380035
P424/C,DUCHA EMB. C/TRANSF.CR C.CERAM.CELEBRITY,7798077380134
P424/O,DUCHA EMBUT.C/TRANSF. CR/ORO STD CELEBRITY,7798077380233
P424/OC,DUCHA EMB.C/TRANSF CR/ORO C.CERAM.CELEBRITY,7798077380332
P424/PC,DUCHA EMB. C/TRANSF. PERLADO ORO C/CER,7798077380820
P804/C,J.MDA.P.FUNDIDO CR C.CERAM CELEBRITY,7798077380158
P804/M,JGO.MDA.P.FUNDIDO CR CELEBRITY,7798077380059
P804/O,J.MDA.P.FUNDIDO CR/ORO CELEBRITY,7798077380257
P804/OC,J.MDA.P.FUNDIDO CR/ORO C.CERAM CELEBRITY,7798077380356
P203,"LAVATORIO CROMO ""DIQUE""",7798077382039
P303,"BIDET CROMO ""DIQUE""",7798077383036
P403,DUCHA EXT. C/TRANSF.CR DIQUE,7798077384033
P423,"DUCHA EMB. C/TRANSF.CR ""DIQUE""",7798077384231
P453,DUCHA EXT. S/TRANSF.CR DIQUE,7798077384538
P463,"DUCHA EMB. S/TRANSF.CR ""DIQUE""",7798077384637
